prompt	generated_text	model_name	temperature	num_beams	index_paraphrase	altered_text
Today I am feeling	"Today I am feeling a little better, but I'm still not feeling 100%. I will be back in a few days and I hope to be able to tell you more about it. Thanks again for all the support and keep up the good work. I really appreciate it! I can't wait to see what you do next. Cheers, -Cindy"" - Cindy, Dec. Cheers, Cindy - Cindy, De. 14, 2016 ""I just wanted to let you know that I have been reading your blog for a while now and it has been a great source of inspiration for me. It has really helped me to focus on the things that are important to me and to keep moving forward. Thank you so much for your hard work and dedication. You are truly a blessing to all of us who have the privilege of knowing you."" -Marilyn, Nov. 12, 2015 ""Hi Cindy. My name is Marilyn and this is my first time writing to you. Please forgive me if"	gpt2	0.9655717952204692	3	5	Today I am feeling a little better but Im still not feeling 100.I will be back in a few days and I hope to be able to tell you more about it.Thanks again for all the support and keep up the good work.I really appreciate it.I cant wait to see what you do next.Cheers Cindy  Cindy Dec.Cheers Cindy  Cindy De.14 2016 I just wanted to let you know that I have been reading your blog for a while now and it has been a great source of inspiration for me.It has really helped me to focus on the things that are important to me and to keep moving forward.Thank you so much for your hard work and dedication.You are truly a blessing to all of us who have the privilege of knowing you.Marilyn Nov 12 2015 Hi Cindy.My name is Marilyn and this is my first time writing to you
Today I am feeling	"Today I am feeling much better and have a lot to look forward to. Thank you for your patience and for all the support you continue to give me and the team here. And of course, a big thanks to the fans too, you are a huge support for us and we love you. Thanks again and I wish everyone the best of luck in their future endeavours and thank you once again for everything you do. Thank you. I wish you every best wish in your future and thank you for all your help. Cheers and God bless. - Robin van Persie (Manchester United) 22/10/2014 ""It feels great to be back on the field again. To be able to play with the players I have been with for a while is an amazing feeling and a privilege. There were times when I wasn't sure if I was even playing football anymore, but I know I can still do it. It will take time to get back to where I should be at this point in time but it is"	gpt2	1.8261740570168734	5	3	Today I am feeling much better and have a lot to look forward to.Thank you for your patience and for all the support you continue to give me and the team here.And of course a big thanks to the fans too you are a huge support for us and we love you.Thanks again and I wish everyone the best of luck in their future endeavours and thank you once again for everything you do.Thank you.I wish you every best wish in your future and thank you for all your help.Cheers and God bless. Robin van Persie Manchester United 22102014 It feels great to be back on the field again.To be able to play with the players I have been with for a while is an amazing feeling and a privilege.There were times when I wasnt sure if I was even playing football anymore but I know I can still do it
Today I am feeling	Today I am feeling so much better. I'm so glad that I was able to get the help I needed and that my family was there for me. Thank you so very much for all of your help and support. It means a lot to me to know that you care about me and my situation. I'm very important to know that you care about me and your predicament. You are all amazing and I love you all. God bless you. My family and friends will always be by my side. Please keep them in your prayers. Love, J.A.I.K.E.R.P.S. -J. A.i.k.e.r.p.s. (Jakarta, Indonesia) I just wanted to let you know how much I appreciate all the support you have been giving me since I've been in the hospital. When I first came to your hospital, I couldn't believe that they would be able help me in such a way. They were able	gpt2	1.0266747434403842	4	3	Today I am feeling so much better.Im so glad that I was able to get the help I needed and that my family was there for me.Thank you so very much for all of your help and support.It means a lot to me to know that you care about me and my situation.Im very important to know that you care about me and your predicament.You are all amazing and I love you all.God bless you.My family and friends will always be by my side.Please keep them in your prayers.Love JAIKERPS.J Aikerps.Jakarta Indonesia I just wanted to let you know how much I appreciate all the support you have been giving me since Ive been in the hospital.When I first came to your hospital I couldnt believe that they would be able help me in such a way
Today I am feeling	Today I am feeling much better, and I can finally get back to work. But I'm going to have to go to the ER tomorrow to be checked out for the strep infection. It is a very serious problem for me. I have had it since I was eight years old and have always had to get it treated every six months. The infection can be very bad and it can cause scarring for years. So far, it has been manageable, but it is something that I will need to take care of for a long time. Fortunately, I do not have much of a family or friends left to help me out. Happily, I had no family and friends to help me. However, there are a lot of good people all over the country who have come to my aid. Thank you all very much for your kind words and prayers. Your help has given me the strength to continue to fight the good fight. There are so many people who are fighting this battle for us right now and	gpt2	1.3893315768174839	3	6	Today I am feeling much better and I can finally get back to work.But Im going to have to go to the ER tomorrow to be checked out for the strep infection.It is a very serious problem for me.I have had it since I was eight years old and have always had to get it treated every six months.The infection can be very bad and it can cause scarring for years.So far it has been manageable but it is something that I will need to take care of for a long time.Fortunately I do not have much of a family or friends left to help me out.Happily I had no family and friends to help me.However there are a lot of good people all over the country who have come to my aid.Thank you all very much for your kind words and prayers.Your help has given me the strength to continue to fight the good fight
Today I am feeling	"Today I am feeling a bit better, so I will be able to go out for a few more days. I hope to be back in the next few days, but I don't know when that will happen. It's going to take a while for me to get back to my normal routine, and I need to make sure that I'm getting all of the nutrients I can before I go back out. It will take a long time to get my normal routine and I must get my nutrition from the grid before I return. But I have a lot of energy and it's good to have that energy back. So I just want to thank everyone for their support and for the kind words and messages I've received from all over the world. Thank you very much. And thank you to everyone who has sent me messages of encouragement and support. You guys are the best. Thanks again. See you soon, everyone. <3<3</p> <p><a href=""https://twitter.com/"	gpt2	0.9675005037224697	3	2	Today I am feeling a bit better so I will be able to go out for a few more days.I hope to be back in the next few days but I dont know when that will happen.Its going to take a while for me to get back to my normal routine and I need to make sure that Im getting all of the nutrients I can before I go back out.It will take a long time to get my normal routine and I must get my nutrition from the grid before I return.But I have a lot of energy and its good to have that energy back.So I just want to thank everyone for their support and for the kind words and messages Ive received from all over the world.Thank you very much.And thank you to everyone who has sent me messages of encouragement and support.You guys are the best.Thanks again.See you soon everyone
Today I am feeling	Today I am feeling a little better, but I still have a long way to go. I have to get back to work and finish this book. I must return to my job and finish the book. It's been a lot of work, and I'm not sure I'll be able to do it. But I will finish it, I promise you that. And I want you to know that I love you, too. You are the best thing that ever happened to me. Thank you for everything. [kiss] [whisper] I wish I could tell you how I feel about you. How much I miss you so much. Oh, you know I do. That's why I didn't say anything. Because I know you don't want to hear about it right now. No, it's okay. Don't worry about me, okay? I won't tell anyone. Not even my parents. They're not going to be happy with me if I tell them about this	gpt2	1.0021730823426886	4	1	Today I am feeling a little better but I still have a long way to go.I have to get back to work and finish this book.I must return to my job and finish the book.Its been a lot of work and Im not sure Ill be able to do it.But I will finish it I promise you that.And I want you to know that I love you too.You are the best thing that ever happened to me.Thank you for everything.kiss whisper I wish I could tell you how I feel about you.How much I miss you so much.Oh you know I do.Thats why I didnt say anything.Because I know you dont want to hear about it right now.No its okay.Dont worry about me okay.I wont tell anyone.Not even my parents
Today I am feeling	"Today I am feeling very, very tired and very anxious so you may have seen that a couple more posts to help calm down,"" she posted on Monday morning and included a link where the comments could read as ""I am in my room on my phone and am writing"". (A link on the comment is still missing. (The comment link is still missing. ) (Facebook is also removing the two posts due to being too long but it remains the same in that both post were tagged ""sad"" and the last tag ""emotionally distraught and angry"") As many know it has been about four months now for us but to me today was the heaviest and we have to make a change NOW!! This is just my perspective. We will meet soon at a local group (not in our place and no contact of ours). If you wish for more than two or three the cost is a small bill if you will come out to the church or have friends to bring a bag. I also can not think of"	gpt2	4.589532336173553	5	1	Today I am feeling very very tired and very anxious so you may have seen that a couple more posts to help calm down she posted on Monday morning and included a link where the comments could read as I am in my room on my phone and am writing.A link on the comment is still missing.The comment link is still missing .Facebook is also removing the two posts due to being too long but it remains the same in that both post were tagged sad and the last tag emotionally distraught and angry As many know it has been about four months now for us but to me today was the heaviest and we have to make a change NOW.This is just my perspective.We will meet soon at a local group not in our place and no contact of ours.If you wish for more than two or three the cost is a small bill if you will come out to the church or have friends to bring a bag
Today I am feeling	Today I am feeling better. I hope you all are as well. My stomach feels like it needs a good cry. But my mind feels better too. This has been the most amazing week of my life. It was the best week of my life. Thank you guys for all of your support, thoughts and prayers, and thanks to everyone for watching the videos and keeping me in your thoughts throughout this and all my recovery and recovery efforts. So if anyone can spare a moment just to say a kind word of thanks or a prayer or something to your favorite team, organization, or fan, it will make my day a whole lot brighter. Please give me a hug. And be sure to come to the next one. God Bless you! -- I love you, my family, everyone. The best is still to go. Go Browns! God bless. #BrownsFanForever #WeAreCleveland A video posted by Dejaun Watson (@drewwilliams) on May 2, 2016	gpt2	2.352823503670861	5	4	Today I am feeling better.I hope you all are as well.My stomach feels like it needs a good cry.But my mind feels better too.This has been the most amazing week of my life.It was the best week of my life.Thank you guys for all of your support thoughts and prayers and thanks to everyone for watching the videos and keeping me in your thoughts throughout this and all my recovery and recovery efforts.So if anyone can spare a moment just to say a kind word of thanks or a prayer or something to your favorite team organization or fan it will make my day a whole lot brighter.Please give me a hug.And be sure to come to the next one.God Bless you. I love you my family everyone.The best is still to go.Go Browns.God bless
Today I am feeling	Today I am feeling better but still not 100% healthy and as I'm getting older I have become a little weaker. I hope to be back to my best soon. If I don't, I'll need some help from others. Please, please help me and my family. Help me get better soon so that I can help others as well. Thanks in advance. You're more than welcome to reach out to me through facebook or my twitter. Also, thank you to those of you who are supporting our cause. I thank you also for your backing to our cause. We are a small group of like minded people who have decided to donate to a cause like this. My wife and daughter are also supporting this cause and we want to try to keep this going for them. Our goal is to save as many animals as possible and save their lives. It's something that we are passionate about and so are the animals we help. The amount of animals that need our help is so vast that if	gpt2	1.8113992923245485	4	7	Today I am feeling better but still not 100 healthy and as Im getting older I have become a little weaker.I hope to be back to my best soon.If I dont Ill need some help from others.Please please help me and my family.Help me get better soon so that I can help others as well.Thanks in advance.Youre more than welcome to reach out to me through facebook or my twitter.Also thank you to those of you who are supporting our cause.I thank you also for your backing to our cause.We are a small group of like minded people who have decided to donate to a cause like this.My wife and daughter are also supporting this cause and we want to try to keep this going for them.Our goal is to save as many animals as possible and save their lives.Its something that we are passionate about and so are the animals we help
Today I am feeling	Today I am feeling pretty good. I'm feeling a lot better than I was before I got here. It was a long journey, but I think it was worth it. And I can't wait to get back to work. But I know it's going to be a tough road back. So I'll just keep my head down and keep working hard. That's all I've got to say. I'll tell you what I've got. Thank you all for the support and I will see you soon. (Applause.) Thank all of you for being here today. We have a great team here at the White House. You guys have been great. There's been a tremendous amount of support from the people of this country. The President and the First Lady are doing a fantastic job. They're doing an amazing job, and we're all very proud of what they've done. This is a very special time in our country's history, a time of incredible promise and promise for our nation.	gpt2	0.979728585267828	3	6	Today I am feeling pretty good.Im feeling a lot better than I was before I got here.It was a long journey but I think it was worth it.And I cant wait to get back to work.But I know its going to be a tough road back.So Ill just keep my head down and keep working hard.Thats all Ive got to say.Ill tell you what Ive got.Thank you all for the support and I will see you soon.Applause.Thank all of you for being here today.We have a great team here at the White House.You guys have been great.Theres been a tremendous amount of support from the people of this country.The President and the First Lady are doing a fantastic job.Theyre doing an amazing job and were all very proud of what theyve done.This is a very special time in our countrys history a time of incredible promise and promise for our nation
The thing I like most in the world is	The thing I like most in the world is the fact that everyone is so open-minded. They accept every idea, each one as it is. The thing you can never have any peace about is that there won't be an end at any of the moments that you are alive and when you close your eyes you will be there. If you do the things that are recommended to you by those who are living it and who will see everything that comes, the time will arrive for you to have peace to make your way. But then, if your mind tries to get you there, it can lead to your death because of those things. So there are no rules. You can try any way you think it should be. Try what you think it's going to do. At any rate, we are not talking about a life of tranquility, so I am not a preacher, although I try to be a good one. [Laughter; the others laughed.] So do try everything you feel. It might be	gpt2	3.030766573373347	4	6	The thing I like most in the world is the fact that everyone is so openminded.They accept every idea each one as it is.The thing you can never have any peace about is that there wont be an end at any of the moments that you are alive and when you close your eyes you will be there.If you do the things that are recommended to you by those who are living it and who will see everything that comes the time will arrive for you to have peace to make your way.But then if your mind tries to get you there it can lead to your death because of those things.So there are no rules.You can try any way you think it should be.Try what you think its going to do.At any rate we are not talking about a life of tranquility so I am not a preacher although I try to be a good one.Laughter the others laughed.So do try everything you feel
The thing I like most in the world is	"The thing I like most in the world is to be happy and enjoy my life and people around me,"" she says. ""In the same way as the people I love have to live their lives and work, you have a role in life. As I love people, you have a role to play in life. You have the right to love people who love you and are kind to you. And that is something that I know from experience, that if I'm not loving myself, I cannot make others love me and be good to me. That's not something we can't do. I can learn to do it by being around good people and helping them."" For all of us with our own personal goals and experiences, there are some things that seem more important than our self-actualization. One of them is our relationships with family and friends. Our relationships are essential to our success. They are our foundation, and we are responsible for making sure they are stable and happy. If we do not have them"	gpt2	1.9783223909111403	3	1	The thing I like most in the world is to be happy and enjoy my life and people around me she says.In the same way as the people I love have to live their lives and work you have a role in life.As I love people you have a role to play in life.You have the right to love people who love you and are kind to you.And that is something that I know from experience that if Im not loving myself I cannot make others love me and be good to me.Thats not something we cant do.I can learn to do it by being around good people and helping them.For all of us with our own personal goals and experiences there are some things that seem more important than our selfactualization.One of them is our relationships with family and friends.Our relationships are essential to our success.They are our foundation and we are responsible for making sure they are stable and happy
The thing I like most in the world is	"The thing I like most in the world is that I don't have to think about it. I can just do it, and that's what I'm doing right now. It's not like I need to worry about whether it's going to be good or bad. The only thing that matters is whether or not I make it to the end. That's all I care about. And that makes me very happy"". And so he does. So he does. He makes it all the way to his destination, but he doesn't get there. In fact, he never gets there at all. But he's happy that he did. Because he was able to get to that point, where he didn't need anyone to tell him what to do, because he knew what he wanted to accomplish. You see, there are a lot of people out there who are just like him. They just want to know what they can do to make their dreams come true. There are some people who just have no idea what"	gpt2	1.004501220129755	5	6	The thing I like most in the world is that I dont have to think about it.I can just do it and thats what Im doing right now.Its not like I need to worry about whether its going to be good or bad.The only thing that matters is whether or not I make it to the end.Thats all I care about.And that makes me very happy.And so he does.So he does.He makes it all the way to his destination but he doesnt get there.In fact he never gets there at all.But hes happy that he did.Because he was able to get to that point where he didnt need anyone to tell him what to do because he knew what he wanted to accomplish.You see there are a lot of people out there who are just like him.They just want to know what they can do to make their dreams come true
The thing I like most in the world is	"The thing I like most in the world is the idea that you can make a difference, that there are people out there who care about you and want to help you. I think that's what I've always loved about the game. I've always loved this game. It's a lot of fun to play, but it's also a very serious game, and I don't think it should be taken lightly. You have to be careful about what you say and how you act, because it can be misinterpreted. But I love it, I really do. And I hope that people will continue to enjoy it. That's all I can say."" - Jeff Kaplan, CEO of Zynga. Source: GameInformer.com (1/18/12) ""It's one of the most fun games I have ever played. There's so much to do, so many things to discover, it really is a great way to spend a day. The fact that I'm able to make"	gpt2	0.9766818399353026	4	1	The thing I like most in the world is the idea that you can make a difference that there are people out there who care about you and want to help you.I think thats what Ive always loved about the game.Ive always loved this game.Its a lot of fun to play but its also a very serious game and I dont think it should be taken lightly.You have to be careful about what you say and how you act because it can be misinterpreted.But I love it I really do.And I hope that people will continue to enjoy it.Thats all I can say. Jeff Kaplan CEO of Zynga.Source GameInformercom 11812 Its one of the most fun games I have ever played.Theres so much to do so many things to discover it really is a great way to spend a day
The thing I like most in the world is	"The thing I like most in the world is my family and friends,"" he says. ""I love them more than anything. That's why I'm doing this. I want to give them something to look forward to"". I've got something to show them. The album's first single, ""Someday,"" is a beautiful, uplifting ode to his family. As he tells it, his father, grandfather and great-grandfather all lived in India, and his mother came from a village in Punjab, India's Punjab province. He is the third of seven children, a boy and a girl, all of whom are living and working in Los Angeles. His mother, who speaks no English, is his biggest supporter. She helps him with his English and English-language lessons and is also his business manager. But he also relies on her. When I ask him what it's like to be an Indian American, he laughs and says that it isn't easy, but he has to work hard"	gpt2	1.5858474046724123	5	3	The thing I like most in the world is my family and friends he says.I love them more than anything.Thats why Im doing this.I want to give them something to look forward to.Ive got something to show them.The albums first single Someday is a beautiful uplifting ode to his family.As he tells it his father grandfather and greatgrandfather all lived in India and his mother came from a village in Punjab Indias Punjab province.He is the third of seven children a boy and a girl all of whom are living and working in Los Angeles.His mother who speaks no English is his biggest supporter.She helps him with his English and Englishlanguage lessons and is also his business manager.But he also relies on her
The thing I like most in the world is	"The thing I like most in the world is to be able to see the light of the sun. That's why I'm here, and that's what I'll always be here for. That is why I came here and I've always been here. I don't think there's anything else I can do to make you happy. You're the only one who can make me happy."" ―Kylo Ren to Finn [src] Kylo is a Force-sensitive Human male, born on the planet Jakku. He is the son of Leia Organa and Han Solo, the nephew of Luke Skywalker, a Jedi Knight, as well as the brother of Lando Calrissian and Cassian Andor. Despite his young age, he is an accomplished pilot, having been trained by his father as a stormtrooper. During the Clone Wars, Kylos was a member of a group of rebels who fought against the Galactic Empire. After the Battle of Endor, his family was killed by"	gpt2	0.9585945149157166	3	1	The thing I like most in the world is to be able to see the light of the sun.Thats why Im here and thats what Ill always be here for.That is why I came here and Ive always been here.I dont think theres anything else I can do to make you happy.Youre the only one who can make me happy.Kylo Ren to Finn src Kylo is a Forcesensitive Human male born on the planet Jakku.He is the son of Leia Organa and Han Solo the nephew of Luke Skywalker a Jedi Knight as well as the brother of Lando Calrissian and Cassian Andor.Despite his young age he is an accomplished pilot having been trained by his father as a stormtrooper.During the Clone Wars Kylos was a member of a group of rebels who fought against the Galactic Empire
